Symbol,Name,Sector,Price,Dividend Yield,Price/Earnings,Earnings/Share,Book Value,52 week low,52 week high,Market Cap,EBITDA,Price/Sales,Price/Book,SEC Filings
XRAY,Dentsply Sirona,Health Care,59.05,0.54,30.85,1.91,36.03,53.43,65.83,13.63,0.727,3.97,1.63,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=XRAY
DVN,Devon Energy Corp.,Energy,47.99,0.51,,-17.04,11.15,18.07,49.59,25.13,2.37,2.41,4.28,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DVN
DO,Diamond Offshore Drilling,Energy,21.025,0.000,,-5.351,26.485,14.180,26.720,2.88,0.78303,1.577,0.731,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DO
DLR,Digital Realty Trust,Financials,94.285,3.920,64.979,1.451,26.086,69.000,113.210,14.99,1.04,7.193,3.612,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DLR
DFS,Discover Financial Services,Financials,72.71,1.75,13.23,5.49,27.21,42.86,72.78,28.68,0.00,3.96,2.65,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DFS
DISCA,Discovery Communications-A,Consumer Discretionary,28.865,,16.317,1.769,8.745,23.660,30.440,13.19,2.44,2.087,3.379,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DISCA
DISCK,Discovery Communications-C,Consumer Discretionary,28.10,,15.88,1.77,8.74,22.43,28.91,12.84,2.44,2.02,3.28,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DISCK
DG,Dollar General,Consumer Discretionary,77.30,1.32,18.13,4.26,19.41,66.50,96.88,21.36,2.37,1.00,3.96,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DG
DLTR,Dollar Tree,Consumer Discretionary,87.82,,25.82,3.40,21.39,72.52,99.93,20.73,2.27,1.01,4.07,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DLTR
D,Dominion Resources,Utilities,74.55,3.85,22.47,3.32,23.86,64.54,78.97,46.72,5.42,4.11,3.08,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=D
DOV,Dover Corp.,Industrials,76.845,2.360,24.614,3.122,24.390,50.910,76.980,11.94,1.15,1.765,3.127,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DOV
DOW,Dow Chemical,Materials,57.67,3.27,8.99,6.42,22.33,40.26,57.73,64.67,8.94,1.38,2.57,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DOW
DPS,Dr Pepper Snapple Group,Consumer Staples,89.88,2.39,19.51,4.61,11.58,81.05,98.80,16.51,1.65,2.52,7.57,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DPS
DTE,DTE Energy Co.,Utilities,97.48,3.47,21.45,4.54,50.88,77.35,100.45,17.49,2.15,1.69,1.89,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DTE
DD,Du Pont (E.I.),Materials,74.85,2.09,33.12,2.26,10.94,50.71,74.98,65.07,4.56,2.63,6.82,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DD
DUK,Duke Energy,Utilities,75.72,4.63,18.32,4.13,58.77,66.99,87.75,52.17,9.61,2.25,1.27,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DUK
DNB,Dun & Bradstreet,Industrials,123.75,1.59,47.31,2.62,-29.02,85.99,141.57,4.55,0.4245,2.69,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DNB
ETFC,E*Trade,Financials,35.685,0.000,19.694,1.812,21.585,19.610,36.040,9.79,0.00,4.668,1.642,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ETFC
EMN,Eastman Chemical,Materials,77.33,2.71,13.37,5.78,30.26,56.03,78.79,11.35,2.11,1.26,2.57,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EMN
ETN,Eaton Corporation,Industrials,69.47,3.33,16.42,4.23,34.10,46.19,69.79,31.38,3.27,1.56,2.02,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ETN
EBAY,eBay Inc.,Information Technology,30.01,,19.27,1.56,6.11,21.51,33.19,33.55,3.03,3.69,4.82,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EBAY
ECL,Ecolab Inc.,Materials,120.29,1.20,33.44,3.60,23.56,98.62,124.60,35.07,2.87,2.64,5.08,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ECL
EIX,Edison Int'l,Utilities,69.84,2.76,25.90,2.70,36.26,57.97,78.72,22.75,3.69,2.00,1.92,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EIX
EW,Edwards Lifesciences,Health Care,90.73,,35.86,2.53,12.60,72.20,121.75,19.40,0.8559,6.66,7.09,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EW
EA,Electronic Arts,Information Technology,78.6808,,20.0512,3.9240,12.0270,53.0100,86.0700,23.74,1.19,5.1618,6.4671,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EA
EMC,EMC Corp.,Information Technology,29.05,0.00,,1.07,0.00,22.99,29.13,,0.00,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EMC
EMR,Emerson Electric Company,Industrials,57.41,3.39,22.78,2.52,11.77,41.25,58.28,36.90,3.11,2.55,4.89,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EMR
ENDP,Endo International,Health Care,15.735,,,-0.573,27.151,12.560,63.630,3.51,0.25221,0.908,0.576,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ENDP
ETR,Entergy Corp.,Utilities,70.78,5.02,9.88,7.16,56.21,64.20,82.09,12.68,3.51,1.18,1.25,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ETR
EOG,EOG Resources,Energy,106.31,0.65,,-2.26,21.40,57.15,107.47,61.28,2.40,8.67,4.90,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EOG
EQT,EQT Corporation,Energy,74.85,0.17,,-2.44,35.00,47.10,80.61,12.93,1.01,7.62,2.13,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EQT
EFX,Equifax Inc.,Financials,117.35,1.16,29.71,3.95,22.96,91.72,136.97,14.05,1.04,4.68,5.12,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EFX
EQIX,Equinix,Information Technology,346.4251,2.1200,407.5589,1.1090,66.2050,255.4500,391.0700,24727.48,1.31,7821.5405,5.2331,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EQIX
EQR,Equity Residential,Financials,63.00,3.22,5.49,11.48,27.56,58.28,82.39,23.04,1.63,9.11,2.28,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EQR
ESS,Essex Property Trust Inc,Financials,218.97,2.99,48.60,4.51,92.92,191.25,244.71,14.35,0.89864,10.88,2.36,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ESS
EL,Estee Lauder Cos.,Consumer Staples,79.73,1.76,27.22,2.93,9.98,75.30,97.48,29.22,2.15,2.57,7.94,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EL
ES,Eversource Energy,Utilities,53.79,3.42,19.14,2.81,33.53,48.18,60.44,17.05,2.51,2.24,1.59,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ES
EXC,Exelon Corp.,Utilities,34.905,3.850,26.166,1.334,28.190,25.090,37.700,32.23,8.70,1.046,1.213,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EXC
EXPE,Expedia Inc.,Consumer Discretionary,124.29,0.84,98.80,1.26,25.91,88.40,133.55,18.65,1.02,2.20,4.75,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EXPE
EXPD,Expeditors Int'l,Industrials,55.43,1.48,23.48,2.36,10.26,40.41,56.37,10.00,0.72239,1.68,5.49,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EXPD
ESRX,Express Scripts,Health Care,72.3398,0.0000,17.0976,4.2310,25.3000,64.4600,89.0000,44.61,6.84,0.4294,2.7964,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ESRX
EXR,Extra Space Storage,Financials,74.99,4.20,32.38,2.32,17.48,68.09,94.81,9.43,0.55824,9.75,4.30,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EXR
XOM,Exxon Mobil Corp.,Energy,88.92,3.41,41.63,2.14,41.14,71.55,95.55,368.72,22.28,1.86,2.15,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=XOM
FFIV,F5 Networks,Information Technology,142.35,,26.46,5.38,18.15,86.03,144.32,9.30,0.6026,4.68,7.87,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FFIV
FB,Facebook,Information Technology,119.56,,46.09,2.59,18.82,89.37,133.50,344.59,12.86,13.89,6.32,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FB
FAST,Fastenal Co,Industrials,49.045,2.480,28.548,1.718,6.606,35.100,49.990,14.18,0.892,3.607,7.437,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FAST
FRT,Federal Realty Investment Trust,Financials,141.54,2.80,38.49,3.68,27.34,134.39,171.08,10.16,0.50346,12.88,5.19,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FRT
FDX,FedEx Corporation,Industrials,196.29,0.81,29.36,6.69,53.21,119.71,197.30,52.17,7.74,0.99,3.70,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FDX
FIS,Fidelity National Information Services,Information Technology,75.555,1.380,52.323,1.444,29.454,55.110,81.670,24.80,2.20,2.844,2.550,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FIS
FITB,Fifth Third Bancorp,Financials,26.83,1.98,11.90,2.26,20.44,13.84,27.12,20.27,0.00,3.35,1.32,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FITB
FSLR,First Solar Inc,Information Technology,33.52,,6.85,4.89,57.22,28.60,74.29,3.48,0.72061,1.01,0.58,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FSLR
FE,FirstEnergy Corp,Utilities,30.75,4.74,,-1.43,27.02,29.33,36.60,13.09,4.00,0.91,1.13,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FE
FISV,Fiserv Inc,Information Technology,104.72,,26.27,3.99,11.80,85.63,111.51,22.73,1.70,4.18,8.88,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FISV
FLIR,FLIR Systems,Industrials,36.8108,1.3400,28.9393,1.2720,12.1460,26.4800,37.1700,5.01,0.35322000000000003,3.0701,3.0175,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FLIR
FLS,Flowserve Corporation,Industrials,51.655,1.530,44.839,1.152,13.052,33.860,52.500,6.74,0.5198400000000001,1.583,3.910,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FLS
FLR,Fluor Corp.,Industrials,56.82,1.54,50.28,1.13,22.31,39.48,57.60,7.91,0.85324,0.42,2.51,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FLR
FMC,FMC Corporation,Materials,58.84,1.17,,-0.09,15.57,32.24,59.31,7.88,0.672,2.38,3.79,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FMC
FTI,FMC Technologies Inc.,Energy,35.335,,76.483,0.462,11.867,22.300,36.510,7.98,0.5169,1.661,3.025,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FTI
FL,Foot Locker Inc,Consumer Discretionary,78.01,1.43,16.84,4.63,19.65,50.90,79.43,10.45,1.13,1.39,4.03,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FL
F,Ford Motor,Consumer Discretionary,13.149,4.590,7.265,1.810,7.923,11.020,14.380,52.25,15.44,0.338,1.645,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=F
FTV,Fortive Corp,Industrials,54.00,0.52,21.13,2.56,7.39,46.29,56.24,18.67,1.45,3.01,7.26,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FTV
FBHS,Fortune Brands Home & Security,Industrials,56.44,1.16,22.59,2.50,15.29,44.19,64.47,8.71,0.7533,1.77,3.69,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FBHS
BEN,Franklin Resources,Financials,41.10,1.77,13.98,2.94,20.93,30.56,42.18,23.38,2.43,3.61,2.01,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BEN
FCX,Freeport-McMoran Cp & Gld,Materials,15.78,0.00,,-6.76,3.47,3.52,16.42,21.49,3.20,1.39,4.49,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FCX
FTR,Frontier Communications,Telecommunications Services,3.695,11.670,,-0.529,4.055,3.100,5.850,4.33,3.08,0.549,0.912,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FTR
GPS,Gap (The),Consumer Discretionary,25.835,3.470,15.378,1.680,6.832,17.000,30.740,10.31,1.98,0.683,3.876,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GPS
GRMN,Garmin Ltd.,Consumer Discretionary,49.80,3.96,18.59,2.68,17.84,30.93,56.19,9.38,0.69237,3.31,2.89,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GRMN
GD,General Dynamics,Industrials,175.35,1.71,18.77,9.34,37.24,121.61,180.09,53.30,4.69,1.71,4.66,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GD
GE,General Electric,Industrials,31.8062,2.9500,27.3484,1.1630,9.2550,27.1000,33.0000,281.37,16.54,2.2648,3.4068,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GE
GGP,General Growth Properties Inc.,Financials,26.355,3.430,20.430,1.290,9.710,23.890,32.100,23.33,1.81,9.120,2.712,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GGP
GIS,General Mills,Consumer Staples,63.17,3.15,22.97,2.75,8.26,53.53,72.95,37.36,3.34,2.27,7.57,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GIS
GM,General Motors,Consumer Discretionary,37.598,4.330,4.292,8.759,29.813,26.690,37.655,57.31,18.66,0.343,1.222,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GM
GPC,Genuine Parts,Consumer Discretionary,98.465,2.700,21.276,4.628,22.336,76.500,105.970,14.65,1.24,0.965,4.426,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GPC
GILD,Gilead Sciences,Health Care,72.77,2.58,6.73,10.81,12.76,70.83,104.79,95.87,20.38,3.00,5.64,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GILD
GPN,Global Payments Inc,Information Technology,72.04,0.06,37.08,1.94,17.87,51.29,79.93,11.07,0.74239,3.57,4.02,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GPN
GS,Goldman Sachs Group,Financials,241.44,1.12,19.38,12.46,181.25,138.20,242.42,101.11,0.00,3.40,1.33,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GS
GT,Goodyear Tire & Rubber,Consumer Discretionary,32.255,1.330,26.947,1.197,17.150,24.306,33.510,8.42,2.35,0.538,1.859,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GT
GWW,Grainger (W.W.) Inc.,Industrials,239.51,2.07,21.56,11.11,34.29,176.85,240.10,14.27,1.47,1.40,6.97,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GWW
HAL,Halliburton Co.,Energy,54.27,1.33,,-6.57,11.21,27.64,54.92,46.91,2.25,2.78,4.86,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HAL
HBI,Hanesbrands Inc,Consumer Discretionary,23.03,1.92,17.81,1.29,3.14,21.50,31.36,8.70,0.98676,1.48,7.29,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HBI
HOG,Harley-Davidson,Consumer Discretionary,60.80,2.27,16.28,3.73,11.17,36.36,62.35,10.85,1.26,1.81,5.51,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HOG
HAR,Harman Int'l Industries,Consumer Discretionary,109.70,1.28,20.94,5.24,35.88,64.93,110.85,7.65,0.84762,1.09,3.07,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HAR
HRS,Harris Corporation,Information Technology,105.38,1.99,39.38,2.68,24.60,70.97,107.54,13.10,1.68,1.78,4.30,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HRS
HIG,Hartford Financial Svc.Gp.,Financials,48.645,1.940,14.031,3.467,49.146,36.540,48.690,18.37,2.31,0.995,0.976,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HIG
HAS,Hasbro Inc.,Consumer Discretionary,85.96,2.42,20.42,4.21,13.94,64.91,88.53,10.73,0.9406,2.23,6.22,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HAS
HCA,HCA Holdings,Health Care,73.29,0.00,11.60,6.32,-20.64,60.07,83.69,27.46,8.09,0.66,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HCA
HCP,HCP Inc.,Financials,30.16,5.03,,-0.07,19.63,22.87,36.82,14.11,1.78,5.36,1.53,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HCP
HP,Helmerich & Payne,Energy,81.51,3.50,,-0.54,42.20,40.02,82.72,8.82,0.58778,5.42,1.93,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HP
HSIC,Henry Schein,Health Care,152.66,,25.35,6.02,35.90,142.64,183.00,12.29,0.96657,1.07,4.19,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HSIC
HES,Hess Corporation,Energy,62.57,1.67,,-10.23,63.34,32.41,63.76,19.60,1.07,4.12,0.97,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HES
HPE,Hewlett Packard Enterprise,Information Technology,24.50,0.96,13.46,1.82,18.88,11.62,24.79,40.82,7.83,0.82,1.31,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HPE
HOLX,Hologic,Health Care,39.08,,33.69,1.16,7.72,31.84,40.20,10.87,1.03,3.83,5.05,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HOLX
HD,Home Depot,Consumer Discretionary,133.11,2.08,21.61,6.16,4.61,109.62,139.00,162.15,14.93,1.73,28.76,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HD
HON,Honeywell Int'l Inc.,Industrials,116.25,2.35,18.19,6.39,25.18,93.71,120.02,88.60,7.80,2.24,4.59,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HON
HRL,Hormel Foods Corp.,Consumer Staples,34.405,2.040,20.979,1.640,8.418,33.180,45.720,18.19,1.42,1.893,4.050,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HRL
HST,Host Hotels & Resorts,Financials,19.16,4.33,18.09,1.06,9.61,12.17,19.28,14.18,1.43,2.57,1.98,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HST
HPQ,HP Inc.,Information Technology,15.815,3.400,11.044,1.432,-2.272,8.910,16.250,27.08,4.27,0.574,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HPQ
HUM,Humana Inc.,Health Care,202.32,0.57,27.36,7.39,75.69,150.00,217.80,30.17,2.78,0.56,2.73,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HUM
HBAN,Huntington Bancshares,Financials,13.475,2.420,19.032,0.708,8.587,7.830,13.640,14.62,0.00,4.736,1.567,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HBAN
ITW,Illinois Tool Works,Industrials,126.96,2.06,23.18,5.48,13.64,79.15,127.99,44.56,3.48,3.30,9.29,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ITW
ILMN,Illumina Inc,Health Care,123.10,,41.31,2.98,15.25,119.37,196.47,18.08,0.7206,7.65,8.10,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ILMN
IR,Ingersoll-Rand PLC,Industrials,78.40,2.05,13.60,5.76,26.20,47.08,79.04,20.25,1.94,1.51,3.01,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=IR
INTC,Intel Corp.,Information Technology,35.78,3.00,16.79,2.13,13.32,27.68,38.36,169.56,22.79,2.92,2.68,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=INTC
ICE,Intercontinental Exchange,Financials,59.64,1.15,24.43,2.44,26.07,45.44,59.86,6.86,2.62,1.61,2.28,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ICE
IBM,International Bus. Machines,Information Technology,166.606,3.490,13.575,12.273,17.889,116.900,166.720,158.42,17.54,1.960,9.244,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=IBM
IP,International Paper,Materials,53.83,3.47,25.93,2.08,10.24,32.50,54.12,22.14,2.93,1.04,5.24,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=IP
IPG,Interpublic Group,Consumer Discretionary,23.935,2.580,17.902,1.337,4.890,19.790,24.820,9.50,1.07,1.206,4.832,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=IPG
IFF,Intl Flavors & Fragrances,Materials,125.24,2.10,24.92,5.03,21.31,97.24,143.64,9.95,0.70174,3.25,5.90,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=IFF
INTU,Intuit Inc.,Information Technology,117.055,1.080,31.315,3.738,3.641,88.170,117.740,30.04,1.43,6.346,32.318,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=INTU
ISRG,Intuitive Surgical Inc.,Health Care,626.00,,33.76,18.54,143.20,502.01,727.25,24.26,1.02,9.16,4.33,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ISRG
IVZ,Invesco Ltd.,Financials,32.87,3.42,16.57,1.98,18.94,23.02,33.78,13.43,1.35,2.83,1.75,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=IVZ
IRM,Iron Mountain Incorporated,Industrials,34.73,6.34,131.55,0.26,8.07,23.64,41.50,9.15,1.00,2.77,4.34,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=IRM
JBHT,J. B. Hunt Transport Services,Industrials,99.45,0.90,26.29,3.78,12.35,63.58,102.38,11.16,1.08,1.75,8.15,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=JBHT
JEC,Jacobs Engineering Group,Industrials,61.48,0.00,35.54,1.73,35.26,34.76,63.42,7.42,0.6549400000000001,0.67,1.73,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=JEC
JNJ,Johnson & Johnson,Health Care,112.315,2.860,19.715,5.697,26.728,94.280,126.070,305.56,23.77,4.217,4.153,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=JNJ
JCI,Johnson Controls,Consumer Discretionary,43.705,2.530,,-1.301,25.773,28.940,48.970,40.90,3.51,1.084,1.694,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=JCI
JPM,JPMorgan Chase & Co.,Financials,85.31,2.29,14.72,5.80,63.80,52.50,85.50,305.22,0.00,3.41,1.33,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=JPM
JNPR,Juniper Networks,Information Technology,28.375,1.440,18.378,1.544,12.556,21.180,29.570,10.79,1.08,2.214,2.283,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=JNPR
KSU,Kansas City Southern,Industrials,86.065,1.530,19.066,4.514,37.794,62.200,100.690,9.26,1.12,3.975,2.281,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=KSU
K,Kellogg Co.,Consumer Staples,73.1075,2.8900,36.7929,1.9870,6.2250,68.7300,87.1600,25.65,2.03,1.9371,11.5807,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=K
KEY,KeyCorp,Financials,18.4357,1.8900,21.2393,0.8680,12.7820,9.8800,18.6100,19.92,0.00,4.6298,1.4372,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=KEY
KMB,Kimberly-Clark,Consumer Staples,114.66,3.22,20.85,5.50,0.83,111.30,138.87,41.07,4.01,2.23,135.97,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=KMB
KIM,Kimco Realty,Financials,26.035,4.170,17.461,1.491,12.474,24.750,32.240,11.07,0.72482,9.517,2.112,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=KIM
KMI,Kinder Morgan,Energy,21.1054,2.3700,,-0.1550,15.5180,11.2000,23.3600,47.11,6.53,3.5570,1.3662,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=KMI
KLAC,KLA-Tencor Corp.,Information Technology,77.19,2.76,15.55,4.96,5.00,62.33,83.23,12.07,1.13,3.99,15.77,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=KLAC
KSS,Kohl's Corp.,Consumer Discretionary,57.36,3.64,17.46,3.29,29.02,33.87,59.67,10.12,2.38,0.56,2.05,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=KSS
KHC,Kraft Heinz Co,Consumer Staples,83.77,2.89,36.87,2.27,47.34,68.18,90.54,101.97,8.71,3.74,1.74,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=KHC
KR,Kroger Co.,Consumer Staples,34.745,1.450,16.696,2.081,7.099,28.710,42.750,32.45,5.88,0.280,4.816,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=KR
LB,L Brands Inc.,Consumer Discretionary,74.31,3.34,18.70,3.97,-4.16,60.00,98.98,21.25,2.63,1.72,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LB
LLL,L-3 Communications Holdings,Industrials,158.46,1.77,35.20,4.50,59.05,105.88,161.91,12.25,1.23,1.18,2.68,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LLL
LH,Laboratory Corp. of America Holding,Health Care,127.705,0.000,20.251,6.306,53.730,97.790,141.320,13.15,1.79,1.408,2.365,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LH
LRCX,Lam Research,Information Technology,104.01,1.75,20.65,5.04,38.25,63.10,108.19,16.94,1.41,2.95,2.80,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LRCX
LM,Legg Mason,Financials,33.44,2.77,,-0.82,40.20,24.93,41.00,3.38,0.45569,1.23,0.83,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LM
LEG,Leggett & Platt,Industrials,49.85,2.80,18.23,2.73,8.24,36.64,54.63,6.66,0.5999,1.76,6.07,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LEG
LEN,Lennar Corp.,Consumer Discretionary,44.895,0.370,11.811,3.801,28.733,37.140,50.790,10.23,1.29,0.989,1.589,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LEN
